task,top_k,original_position,updated_oracle_pos
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,3
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,9
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,1
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,2
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,1
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,2
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,1
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,7,0
random,10,8,0
random,10,8,0
random,10,8,0
random,10,8,0
random,10,8,0
random,10,8,0
